term,material_system,mode,k,status,pre_count,post_count,overlap_count,jaccard,pre_neighbors,post_neighbors,shared_neighbors
tetragonal,zirconia,common_vocab,5,compared,17410,9220,4,0.6666666666666666,orthorhombic; monoclinic; cubic_tetragonal; cubic; tetragonal_orthorhombic,orthorhombic; monoclinic; cubic; cubic_tetragonal; rhombohedral,cubic; cubic_tetragonal; monoclinic; orthorhombic
tetragonal,zirconia,common_vocab,10,compared,17410,9220,6,0.42857142857142855,orthorhombic; monoclinic; cubic_tetragonal; cubic; tetragonal_orthorhombic; tetragonal_i4; rhombohedral; i4_mmm; pseudocubic; tetragonal_distortion,orthorhombic; monoclinic; cubic; cubic_tetragonal; rhombohedral; tetragonal_cubic; tetragonal_orthorhombic; trigonal; orthorhombic_tetragonal; pnma,cubic; cubic_tetragonal; monoclinic; orthorhombic; rhombohedral; tetragonal_orthorhombic
tetragonal,zirconia,common_vocab,20,compared,17410,9220,10,0.3333333333333333,orthorhombic; monoclinic; cubic_tetragonal; cubic; tetragonal_orthorhombic; tetragonal_i4; rhombohedral; i4_mmm; pseudocubic; tetragonal_distortion; orthorhombic_distortion; orthorhombic_tetragonal; orthorhombic_monoclinic; monoclinic_distortion; pseudo_cubic; p4_mmm; tetragonally; monoclinic_c2; tetragonal_p4; tetragonal_cubic,orthorhombic; monoclinic; cubic; cubic_tetragonal; rhombohedral; tetragonal_cubic; tetragonal_orthorhombic; trigonal; orthorhombic_tetragonal; pnma; tetragonal_i4; tetragonality; orthorhombic_pnma; rhombohedral_r3; rhombohedral_distortion; orthorhombic_distortion; triclinic; p42_nmc; monoclinic_p21; rhombohedral_orthorhombic,cubic; cubic_tetragonal; monoclinic; orthorhombic; orthorhombic_distortion; orthorhombic_tetragonal; rhombohedral; tetragonal_cubic; tetragonal_i4; tetragonal_orthorhombic
toughening_mechanism,short_fiber_composite,common_vocab,5,compared,839,1048,4,0.6666666666666666,toughen_mechanism; toughening; crack_bridging; crack_deflection; toughen,toughen_mechanism; toughening; crack_deflection; crack_bridging; extrinsic_toughening,crack_bridging; crack_deflection; toughen_mechanism; toughening
toughening_mechanism,short_fiber_composite,common_vocab,10,compared,839,1048,8,0.6666666666666666,toughen_mechanism; toughening; crack_bridging; crack_deflection; toughen; extrinsic_toughening; microcracking; crack_wake; uncracked_ligament; toughness,toughen_mechanism; toughening; crack_deflection; crack_bridging; extrinsic_toughening; toughen; crack_propagation; crack_propagate; toughness; microcracking,crack_bridging; crack_deflection; extrinsic_toughening; microcracking; toughen; toughen_mechanism; toughening; toughness
toughening_mechanism,short_fiber_composite,common_vocab,20,compared,839,1048,17,0.7391304347826086,toughen_mechanism; toughening; crack_bridging; crack_deflection; toughen; extrinsic_toughening; microcracking; crack_wake; uncracked_ligament; toughness; crack_blunting; crack_propagation; strengthening_toughening; microcracke; crack_propagate; microcrack; fracture_toughness; r_-curve; ahead_crack; tortuous_crack,toughen_mechanism; toughening; crack_deflection; crack_bridging; extrinsic_toughening; toughen; crack_propagation; crack_propagate; toughness; microcracking; fracture_toughness; microcracke; microcrack; crack_blunting; uncracked_ligament; tortuous_crack; crack_tip; crack_wake; crack_initiation; micromechanism,crack_blunting; crack_bridging; crack_deflection; crack_propagate; crack_propagation; crack_wake; extrinsic_toughening; fracture_toughness; microcrack; microcracke; microcracking; tortuous_crack; toughen; toughen_mechanism; toughening; toughness; uncracked_ligament
transformation,zirconia,common_vocab,5,compared,54384,49547,3,0.42857142857142855,phase; transform; martensitic_transformation; precipitation; martensite,martensitic_transformation; phase; diffusionless_transformation; transform; diffusionless,martensitic_transformation; phase; transform
transformation,zirconia,common_vocab,10,compared,54384,49547,6,0.42857142857142855,phase; transform; martensitic_transformation; precipitation; martensite; diffusionless; b19′_martensite; austenite; austenite_martensite; tetragonal_monoclinic,martensitic_transformation; phase; diffusionless_transformation; transform; diffusionless; martensitic; thermoelastic_martensitic; austenite_martensite; martensite; crystallization,austenite_martensite; diffusionless; martensite; martensitic_transformation; phase; transform
transformation,zirconia,common_vocab,20,compared,54384,49547,7,0.21212121212121213,phase; transform; martensitic_transformation; precipitation; martensite; diffusionless; b19′_martensite; austenite; austenite_martensite; tetragonal_monoclinic; heating; α→β; decomposition; temperature; isothermal; austenitic; plasticity_trip; austenite_ferrite; crystal; transformations,martensitic_transformation; phase; diffusionless_transformation; transform; diffusionless; martensitic; thermoelastic_martensitic; austenite_martensite; martensite; crystallization; crystalline; β→α; allotropic_transformation; t→m; tetragonal_monoclinic; tetragonal; bainitic_transformation; martensite_variant; twinning; orthorhombic_α′′,austenite_martensite; diffusionless; martensite; martensitic_transformation; phase; tetragonal_monoclinic; transform
translucency,zirconia;structural_color_composite,common_vocab,5,compared,4580,9075,1,0.1111111111111111,shade; opalescence; translucency_opalescence; translucent; opaque_shade,masking_ability; translucency_opalescence; translucent_zirconia; highly_translucent; color,translucency_opalescence
translucency,zirconia;structural_color_composite,common_vocab,10,compared,4580,9075,8,0.6666666666666666,shade; opalescence; translucency_opalescence; translucent; opaque_shade; color; opacity; highly_translucent; translucence; monolithic_zirconia,masking_ability; translucency_opalescence; translucent_zirconia; highly_translucent; color; opacity; translucent; shade; monolithic_zirconia; opalescence,color; highly_translucent; monolithic_zirconia; opacity; opalescence; shade; translucency_opalescence; translucent
translucency,zirconia;structural_color_composite,common_vocab,20,compared,4580,9075,12,0.42857142857142855,shade; opalescence; translucency_opalescence; translucent; opaque_shade; color; opacity; highly_translucent; translucence; monolithic_zirconia; esthetic_restorative; layering_technique; esthetic; gloss; color_matching; translucency_opacity; illuminant; masking_ability; cielab_color; translucent_shade,masking_ability; translucency_opalescence; translucent_zirconia; highly_translucent; color; opacity; translucent; shade; monolithic_zirconia; opalescence; biaxial_flexural; zirconia; lithium_disilicate; ceramic; 3y_tzp; color_matching; yttria; translucent_tzp; translucence; esthetic,color; color_matching; esthetic; highly_translucent; masking_ability; monolithic_zirconia; opacity; opalescence; shade; translucence; translucency_opalescence; translucent
transmittance,zirconia,common_vocab,5,compared,7617,9008,4,0.6666666666666666,reflectance; transmittance_reflectance; reflectance_transmittance; transmission; transparency,reflectance; transparency; transmittance_reflectance; transmission; refractive_index,reflectance; transmission; transmittance_reflectance; transparency
transmittance,zirconia,common_vocab,10,compared,7617,9008,7,0.5384615384615384,reflectance; transmittance_reflectance; reflectance_transmittance; transmission; transparency; refractive_index; wavelength; optical; diffuse_reflectance; transparent,reflectance; transparency; transmittance_reflectance; transmission; refractive_index; t%; opacity; wavelength; reflectivity; transparent,reflectance; refractive_index; transmission; transmittance_reflectance; transparency; transparent; wavelength
transmittance,zirconia,common_vocab,20,compared,7617,9008,12,0.42857142857142855,reflectance; transmittance_reflectance; reflectance_transmittance; transmission; transparency; refractive_index; wavelength; optical; diffuse_reflectance; transparent; spectral; translucency; absorption; spectral_reflectance; absorptance; light; kubelka_munk; color; opacity; shade,reflectance; transparency; transmittance_reflectance; transmission; refractive_index; t%; opacity; wavelength; reflectivity; transparent; optical_transparency; light; reflectance_transmittance; spectral_reflectance; transmittance_t%; uv_visible; extinction_coefficient; haze; absorption; opaque,absorption; light; opacity; reflectance; reflectance_transmittance; refractive_index; spectral_reflectance; transmission; transmittance_reflectance; transparency; transparent; wavelength
yttria,zirconia,common_vocab,5,compared,774,1697,4,0.6666666666666666,tetragonal_zirconia; yttria_stabilize; mol%_yttria; 3y_tzp; stabilize_tetragonal,mol%_yttria; tetragonal_zirconia; 3y_tzp; stabilize_zirconia; yttria_stabilize,3y_tzp; mol%_yttria; tetragonal_zirconia; yttria_stabilize
yttria,zirconia,common_vocab,10,compared,774,1697,6,0.42857142857142855,tetragonal_zirconia; yttria_stabilize; mol%_yttria; 3y_tzp; stabilize_tetragonal; y2o3; yttrium; yttria_stabilise; tetragonal_monoclinic; mol%_y2o3,mol%_yttria; tetragonal_zirconia; 3y_tzp; stabilize_zirconia; yttria_stabilize; psz; stabilize_tetragonal; zirconia; 3ysz; y2o3,3y_tzp; mol%_yttria; stabilize_tetragonal; tetragonal_zirconia; y2o3; yttria_stabilize
yttria,zirconia,common_vocab,20,compared,774,1697,10,0.3333333333333333,tetragonal_zirconia; yttria_stabilize; mol%_yttria; 3y_tzp; stabilize_tetragonal; y2o3; yttrium; yttria_stabilise; tetragonal_monoclinic; mol%_y2o3; stabilize_zirconia; mol.%_yttria; 12ce_tzp; zro2; ceria_stabilize; yttrium_stabilize; tzp_ceramic; stabilized_zirconia; ceria; zro,mol%_yttria; tetragonal_zirconia; 3y_tzp; stabilize_zirconia; yttria_stabilize; psz; stabilize_tetragonal; zirconia; 3ysz; y2o3; polycrystal_tzp; highly_translucent; tzp; zirconia_polycrystal; 5y; yttria_partially; yttrium; translucent_zirconia; tzp_ceramic; mol%_y2o3,3y_tzp; mol%_y2o3; mol%_yttria; stabilize_tetragonal; stabilize_zirconia; tetragonal_zirconia; tzp_ceramic; y2o3; yttria_stabilize; yttrium
